ID,Normal.2,Cancer 1.1,Cancer 1.2,Cancer 1.3,logFC,AveExpr,t,P.Value,adj.P.Val,B
hsa-miR-466,1.3273381294964,1.15056179775281,1.05606632736825,1.04269827096355,0.244229330801533,1.14416613139525,3.18073890417145,0.00200630936972623,0.00885485063600688,-2.12337205807374
hsa-miR-483-5p,1.41232014388489,1.04449438202247,0.961664751272369,0.946911275265849,0.427963341031329,1.0913476381114,5.58315116691604,2.40008522767623e-07,3.63839006978165e-06,6.48418758148447
hsa-miR-485-3p,0.930623349603905,1.39960597603021,1.54091726618705,1.39012906891793,-0.512927420774492,1.31531891518477,-6.62024718741987,2.40134234878549e-09,6.78865972116114e-08,10.9644351407489
hsa-miR-487a,1.51699228369726,1.35521582733813,1.21641366994074,1.20308874129791,0.258752870838331,1.32292763056851,3.33995260139862,0.00121407277543062,0.00561911558893997,-1.65823430847877
hsa-miR-487b,1.04865167640234,1.34994253817107,1.46897482014388,1.33087101225749,-0.334611113788479,1.2996100117437,-4.33491308474733,3.74081481830552e-05,0.000308101755901384,1.62350873892333
hsa-miR-490-3p,1.26663669064748,0.995616527315529,0.984236216692006,1.00517156460351,0.271628587777132,1.06291524981463,3.56722565862388,0.000576631303035626,0.00306170732474754,-0.963865764850133
hsa-miR-490-5p,1.45303370786517,0.964769867684065,1.07194244604317,0.954229014963591,0.456053264968228,1.110993759139,5.92794529576834,5.36900505363458e-08,9.35996547683629e-07,7.93776265117836
hsa-miR-491-3p,1.31220066563844,0.951028246779227,0.978492858315547,1.07239208633094,0.311562935163208,1.07852846426604,4.05172608809654,0.000106524009840794,0.000801612333046552,0.628112867073514
hsa-miR-493*,1.30755395683453,0.833671564250345,0.825798191565976,0.847561976686915,0.471876712666787,0.953646422334442,6.19685029114158,1.62958161075915e-08,3.4786578874573e-07,9.09771450055093
hsa-miR-498,1.37876451010634,1.03064735536529,1.05565588573305,1.16007194244604,0.29663944892488,1.15628492341268,3.85136204774332,0.000217660631068283,0.0014229563756089,-0.0479466436165641
hsa-miR-509-3-5p,1.27485997240036,0.929823157557814,0.961664751272369,1.04901079136691,0.294693739001327,1.05383966814936,3.83463850698613,0.000230804263973517,0.00148111202525337,-0.103270607854064
hsa-miR-512-5p,1.22257194244604,0.983034337202695,0.975434104185004,0.99203743227713,0.239069984557766,1.04326945402772,3.13996412356291,0.00227577026788242,0.0099185654175209,-2.23958521730482
hsa-miR-515-5p,1.241172173066,0.929823157557814,0.958381218190773,1.05305755395683,0.260751529830855,1.04560852569285,3.3900214507919,0.00103323753907157,0.00491257484485844,-1.50828686647165
hsa-miR-516a-3p hsa-miR-516b*,1.4936277295235,1.04825158037929,1.17842696629213,1.07330487604663,0.393633255284149,1.19840278806039,5.10994050775468,1.75433678471659e-06,1.9731572868963e-05,4.56031962749856
hsa-miR-516a-5p,1.67805755395683,0.946099521065021,0.943826518364407,0.969463142341159,0.724927826699972,1.13436168393186,9.51809313446938,2.48639065802211e-15,4.33460771381854e-13,24.467523752981
hsa-miR-517*,1.26606741573034,0.978163811997727,1.08543165467626,0.965431703608866,0.25639169230272,1.0737736465033,3.3318308593565,0.00124606987125025,0.00566690906664242,-1.6823936338305
hsa-miR-517a,1.39337608572124,1.00344082579819,1.1276404494382,1.03185027089148,0.339065570345286,1.13907690796228,4.40737857235445,2.84328113851464e-05,0.00023984452184567,1.88536202060212
hsa-miR-518d-3p,1.01304313035128,1.34994253817107,1.46897482014388,1.33087101225749,-0.37021965983953,1.29070787523093,-4.79622457693856,6.25121152400087e-06,6.22739738486182e-05,3.33674812078503
hsa-miR-520e,1.4936277295235,1.04825158037929,1.07617796749302,1.17580935251799,0.393548096060067,1.19846665747845,5.11228334188923,1.73750422018753e-06,1.9731572868963e-05,4.56962117134459
hsa-miR-541,1.04865167640234,1.34994253817107,1.46897482014388,1.33087101225749,-0.334611113788479,1.2996100117437,-4.33491308474733,3.74081481830552e-05,0.000308101755901384,1.62350873892333
hsa-miR-541*,1.47841076998851,1.09937050359712,1.00292231512298,0.98303592862287,0.449967854207516,1.14093487933287,5.85418800263068,7.41920354860286e-08,1.25169143739332e-06,7.62348304774969
hsa-miR-542-5p,1.14595304547693,1.5535071942446,1.36131179478854,1.35072417380171,-0.275894675468018,1.35287405207795,-3.51099268392946,0.000695314355776803,0.00354779910313432,-1.13891820855003
hsa-miR-548a-5p,1.21717625899281,0.937981979056742,0.928622869488677,0.949761943851584,0.278387328193805,1.00838576284745,3.65596475339333,0.000427518400878399,0.00247063120065638,-0.683380339325878
hsa-miR-548c-3p,1.42670863309353,1.07354493059502,1.06385532527807,1.08890165818421,0.351274661741096,1.1632526367877,4.61262036419789,1.28937084123389e-05,0.000117276686950491,2.64197511930349
hsa-miR-548d-3p,1.3273381294964,1.03904537705983,1.02944706729615,1.05442456082745,0.28636579443526,1.11256378366996,3.76030308257725,0.000298947009871029,0.00185028741020767,-0.347074528774541
hsa-miR-548h,1.51148632194172,0.980635352484596,1.02651452963389,1.11825539568345,0.469684562674404,1.15922289993591,6.09511099213788,2.5645465938384e-08,5.06135044746219e-07,8.65632611271571
hsa-miR-548n,1.47841076998851,0.753147482014389,0.682279405795925,0.676162278946947,0.774547714402754,0.897499984186442,10.1281875353516,1.30824903608939e-16,3.42107122937375e-14,27.3583226074977
hsa-miR-549,1.24190647482014,0.976946180696485,0.966231895654957,0.990395665736332,0.264048560790885,1.04387005422698,3.46735883074941,0.000802930696154671,0.00399935956275136,-1.27329205132322
